Wall time,Step,Value
1592878781.015057,0,0.02741163596510887
1592878882.695524,1,0.10579613596200943
1592878981.98216,2,0.19435440003871918
1592879082.140382,3,0.23726338148117065
1592879182.17086,4,0.2481776773929596
1592879282.386268,5,0.2550504803657532
1592879382.476563,6,0.2595585286617279
1592879482.354798,7,0.2629951536655426
1592879582.830068,8,0.263597697019577
1592879682.768591,9,0.2659203112125397
1592879782.833697,10,0.2672363519668579
1592879882.103652,11,0.269868940114975
1592879982.027569,12,0.2694392502307892
1592880081.964685,13,0.2712583541870117
1592880182.32084,14,0.27034154534339905
1592880282.955363,15,0.27016523480415344
1592880383.557684,16,0.2714478671550751
1592880483.227128,17,0.27338722348213196
1592880583.142479,18,0.27347826957702637
1592880683.123045,19,0.273422509431839
1592880783.779221,20,0.2730357050895691
1592880883.881281,21,0.27367833256721497
1592880983.919289,22,0.2745046615600586
1592881084.450862,23,0.2733224928379059
1592881184.532952,24,0.27438172698020935
1592881284.765245,25,0.27500373125076294
1592881384.351568,26,0.2754508852958679
1592881483.907773,27,0.2751757800579071
1592881583.650993,28,0.2753346264362335
1592881683.595335,29,0.275150865316391
1592881783.76066,30,0.27470868825912476
1592881883.633502,31,0.27551206946372986
1592881983.912715,32,0.2744951546192169
1592882083.043805,33,0.27744171023368835
1592882183.491597,34,0.274719774723053
1592882283.088297,35,0.27701786160469055
1592882382.538929,36,0.27677473425865173
1592882482.172915,37,0.27729129791259766
1592882582.507419,38,0.27583518624305725
1592882682.893355,39,0.276832640171051
1592882783.645279,40,0.2759094834327698
1592882883.701878,41,0.27655813097953796
1592882983.66565,42,0.27729833126068115
1592883084.347414,43,0.2753886580467224
1592883183.964235,44,0.27919530868530273
1592883284.705497,45,0.2759321928024292
1592883385.860418,46,0.27638086676597595
1592883487.830803,47,0.2744109034538269
1592883589.186249,48,0.27632761001586914
1592883690.09198,49,0.27754995226860046
1592883791.119029,50,0.2771466076374054
1592883891.669131,51,0.2791798412799835
1592883992.778322,52,0.2760530412197113
1592884093.623434,53,0.2764585316181183
1592884193.868355,54,0.27773720026016235
1592884294.037254,55,0.2782980501651764
1592884393.891264,56,0.27862486243247986
1592884494.007634,57,0.27707669138908386
1592884594.598472,58,0.2768338620662689
1592884694.977248,59,0.277719646692276
1592884794.730406,60,0.2790777087211609
1592884894.622207,61,0.27897709608078003
1592884995.450426,62,0.2764263451099396
1592885095.752321,63,0.27747175097465515
1592885195.475535,64,0.2783125936985016
1592885296.059753,65,0.27754655480384827
1592885395.8241,66,0.2793460488319397
1592885495.061362,67,0.28078755736351013
1592885595.265617,68,0.2781687378883362
1592885695.321292,69,0.27838486433029175
1592885795.393585,70,0.27911174297332764
1592885896.004025,71,0.27830880880355835
1592885996.886877,72,0.277936190366745
1592886097.245996,73,0.27929043769836426
1592886197.605975,74,0.2796550989151001
1592886297.865488,75,0.2797936201095581
1592886397.58093,76,0.2803818881511688
1592886498.250653,77,0.2781946063041687
1592886598.374791,78,0.2789161503314972
1592886699.238672,79,0.2771643102169037
1592886799.490695,80,0.27924054861068726
1592886899.931507,81,0.277985543012619
1592887000.512,82,0.27675607800483704
1592887100.557198,83,0.27894219756126404
1592887200.8551,84,0.27821606397628784
1592887301.300095,85,0.27801525592803955
1592887401.556771,86,0.27793192863464355
1592887501.733979,87,0.2787396013736725
1592887601.837785,88,0.2785237729549408
1592887702.059478,89,0.2784391939640045
1592887802.589976,90,0.27761244773864746
1592887902.834697,91,0.2784898579120636
1592888003.144506,92,0.27894723415374756
1592888103.492732,93,0.27952811121940613
1592888203.424319,94,0.2795829474925995
1592888303.311983,95,0.28000614047050476
1592888403.285913,96,0.280182808637619
1592888503.433203,97,0.278536856174469
1592888603.254011,98,0.27949491143226624
1592888703.834282,99,0.2787003815174103
