Wall time,Step,Value
1592869621.874039,0,0.005448112729936838
1592869633.327942,1,0.0142208868637681
1592869642.832165,2,0.01614794135093689
1592869652.322915,3,0.01982172206044197
1592869662.043026,4,0.0250228364020586
1592869671.832443,5,0.033360108733177185
1592869681.489691,6,0.0400531105697155
1592869691.122264,7,0.05050330236554146
1592869700.80633,8,0.06420300900936127
1592869710.560269,9,0.07946334034204483
1592869720.433248,10,0.09818548709154129
1592869730.389946,11,0.12105825543403625
1592869740.165383,12,0.1454475224018097
1592869749.897021,13,0.1660531759262085
1592869759.634972,14,0.17750906944274902
1592869769.509323,15,0.1843813955783844
1592869779.252482,16,0.19060423970222473
1592869788.894723,17,0.19712601602077484
1592869798.562409,18,0.20027947425842285
1592869808.272428,19,0.2037767469882965
1592869818.139409,20,0.20687012374401093
1592869827.926267,21,0.21220435202121735
1592869837.61261,22,0.21765385568141937
1592869847.3257,23,0.2197629064321518
1592869856.881175,24,0.22715075314044952
1592869866.700728,25,0.22338084876537323
1592869876.31451,26,0.2282637506723404
1592869886.097253,27,0.22707341611385345
1592869896.068059,28,0.2277137041091919
1592869905.808059,29,0.2292337566614151
1592869915.702037,30,0.2291167676448822
1592869925.334563,31,0.23431263864040375
1592869934.935533,32,0.23570965230464935
1592869944.633031,33,0.23578201234340668
1592869954.377149,34,0.23316049575805664
1592869964.23976,35,0.2330349087715149
1592869974.053276,36,0.23426659405231476
1592869983.762012,37,0.23884183168411255
1592869993.395334,38,0.24178612232208252
1592870003.072502,39,0.24109478294849396
1592870012.83767,40,0.2413223534822464
1592870022.626897,41,0.23729896545410156
1592870032.382081,42,0.2407713383436203
1592870042.279145,43,0.23790696263313293
1592870051.966044,44,0.2434326708316803
1592870061.708454,45,0.246486634016037
1592870071.495783,46,0.24272283911705017
1592870081.283149,47,0.241791769862175
1592870091.089802,48,0.24337869882583618
1592870100.809724,49,0.24495884776115417
1592870110.621314,50,0.24492765963077545
1592870120.246547,51,0.2483966052532196
1592870130.013885,52,0.2434098720550537
1592870139.822777,53,0.24311614036560059
1592870149.516132,54,0.24782173335552216
1592870159.351977,55,0.2455398291349411
1592870169.003574,56,0.24837589263916016
1592870178.54613,57,0.2532693147659302
1592870188.315965,58,0.245584636926651
1592870198.152909,59,0.24530693888664246
1592870208.183294,60,0.24981601536273956
1592870217.878101,61,0.24814452230930328
1592870227.667438,62,0.24776647984981537
1592870237.438226,63,0.2482353299856186
1592870247.103776,64,0.2493593990802765
1592870257.000128,65,0.24600304663181305
1592870266.598537,66,0.2520316541194916
1592870276.319685,67,0.24831371009349823
1592870286.088251,68,0.24713337421417236
1592870295.747289,69,0.24974212050437927
1592870305.591498,70,0.25080496072769165
1592870315.276991,71,0.252777099609375
1592870325.063846,72,0.24688677489757538
1592870334.834903,73,0.2482745498418808
1592870344.559351,74,0.253749817609787
1592870354.405718,75,0.2482764571905136
1592870364.164569,76,0.24985936284065247
1592870373.795156,77,0.2536384165287018
1592870383.500664,78,0.25103360414505005
1592870393.276964,79,0.2505011260509491
1592870403.066082,80,0.2510637044906616
1592870412.695286,81,0.252508282661438
1592870422.503698,82,0.24623918533325195
1592870432.202779,83,0.2511453628540039
1592870441.98869,84,0.24936896562576294
1592870451.813716,85,0.25039130449295044
1592870461.564171,86,0.24903345108032227
1592870471.368432,87,0.25125420093536377
1592870481.145134,88,0.2487112134695053
1592870490.82743,89,0.2519984841346741
1592870500.658848,90,0.2505129873752594
1592870510.45966,91,0.2523656189441681
1592870520.287091,92,0.2516859173774719
1592870529.889142,93,0.25265705585479736
1592870539.488821,94,0.2534806728363037
1592870549.329138,95,0.2496403157711029
1592870559.056061,96,0.24913980066776276
1592870568.720722,97,0.25201401114463806
1592870578.440818,98,0.24949803948402405
1592870588.190696,99,0.2479592263698578
