Wall time,Step,Value
1592869621.873109,0,7.549642562866211
1592869633.327017,1,7.160872936248779
1592869642.831271,2,6.756587982177734
1592869652.321983,3,6.51378059387207
1592869662.042085,4,6.334319114685059
1592869671.831462,5,6.009149551391602
1592869681.488632,6,5.656303882598877
1592869691.121325,7,5.294891834259033
1592869700.805497,8,4.857173442840576
1592869710.559421,9,4.351285934448242
1592869720.432239,10,3.8027238845825195
1592869730.389073,11,3.230844020843506
1592869740.164457,12,2.692626476287842
1592869749.896083,13,2.2288382053375244
1592869759.633997,14,1.870165467262268
1592869769.508487,15,1.6106423139572144
1592869779.251589,16,1.4251055717468262
1592869788.893859,17,1.2773100137710571
1592869798.561463,18,1.1410895586013794
1592869808.269779,19,1.015308141708374
1592869818.137457,20,0.9116702675819397
1592869827.925294,21,0.8116442561149597
1592869837.611572,22,0.7227102518081665
1592869847.324832,23,0.6602322459220886
1592869856.88023,24,0.5952560901641846
1592869866.699833,25,0.5419528484344482
1592869876.313674,26,0.4969787299633026
1592869886.096223,27,0.4622049033641815
1592869896.067148,28,0.43052294850349426
1592869905.807086,29,0.4058937132358551
1592869915.701102,30,0.37663140892982483
1592869925.333698,31,0.35804465413093567
1592869934.934707,32,0.3329024016857147
1592869944.632166,33,0.31844112277030945
1592869954.37624,34,0.3003109097480774
1592869964.238778,35,0.2960696518421173
1592869974.052298,36,0.28464680910110474
1592869983.761043,37,0.26497578620910645
1592869993.394496,38,0.24817724525928497
1592870003.071622,39,0.2361159324645996
1592870012.836795,40,0.21993348002433777
1592870022.625944,41,0.2102094441652298
1592870032.3811,42,0.19735494256019592
1592870042.278188,43,0.1867276430130005
1592870051.965167,44,0.1752978414297104
1592870061.707483,45,0.16510799527168274
1592870071.494611,46,0.16163811087608337
1592870081.282206,47,0.15268635749816895
1592870091.08884,48,0.14440499246120453
1592870100.808631,49,0.13911433517932892
1592870110.620403,50,0.13436809182167053
1592870120.245581,51,0.1306237280368805
1592870130.011975,52,0.1208115667104721
1592870139.821872,53,0.1183636412024498
1592870149.515184,54,0.11568242311477661
1592870159.35111,55,0.11232847720384598
1592870169.002711,56,0.10834795981645584
1592870178.545159,57,0.10463961958885193
1592870188.314914,58,0.0997082069516182
1592870198.15183,59,0.10183025896549225
1592870208.182414,60,0.09674078971147537
1592870217.877208,61,0.09369837492704391
1592870227.66648,62,0.08933652937412262
1592870237.437274,63,0.08885716646909714
1592870247.102764,64,0.08761213719844818
1592870256.999143,65,0.08361166715621948
1592870266.59769,66,0.08170975744724274
1592870276.317746,67,0.0802035704255104
1592870286.087312,68,0.07749346643686295
1592870295.746388,69,0.07491527497768402
1592870305.589672,70,0.07480749487876892
1592870315.276124,71,0.07366373389959335
1592870325.062739,72,0.07106470316648483
1592870334.833992,73,0.06975658237934113
1592870344.558491,74,0.06700894236564636
1592870354.404702,75,0.06780166923999786
1592870364.163642,76,0.06431043893098831
1592870373.79426,77,0.06476850062608719
1592870383.499807,78,0.06188975274562836
1592870393.276109,79,0.06273206323385239
1592870403.065141,80,0.06116609647870064
1592870412.694317,81,0.06051528453826904
1592870422.50279,82,0.059917498379945755
1592870432.200841,83,0.05718940496444702
1592870441.984262,84,0.05627336725592613
1592870451.812802,85,0.055384837090969086
1592870461.563287,86,0.054939065128564835
1592870471.367397,87,0.05339883267879486
1592870481.14424,88,0.0540749691426754
1592870490.826438,89,0.05270799994468689
1592870500.657007,90,0.04964500293135643
1592870510.458085,91,0.05136246979236603
1592870520.286155,92,0.050366587936878204
1592870529.8882,93,0.04833097755908966
1592870539.48786,94,0.05007193982601166
1592870549.328185,95,0.047310493886470795
1592870559.055138,96,0.04574543610215187
1592870568.719871,97,0.047426026314496994
1592870578.439946,98,0.045750074088573456
1592870588.18982,99,0.045651718974113464
